"age","workclass","fnlwgt","education_num","marital_status","occupation","relationship","race","sex","capital_gain","capital_loss","hours_per_week","native_country","y"
39," Private",370795,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
74," Private",209454,3," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
47," Self-emp-not-inc",165468,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",7298,0,40," United-States"," >50K"
37," Private",134367,13," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,37," United-States"," >50K"
56," Private",172364,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",235853,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",213722,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",470663,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," United-States"," <=50K"
59," Private",186385,6," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
42," Private",181265,11," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,48," United-States"," <=50K"
24," Private",98287,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
28," Private",184723,13," Never-married"," Tech-support"," Not-in-family"," White"," Female",0,1980,35," United-States"," <=50K"
53," Private",146378,3," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
63," Local-gov",152163,9," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",135296,11," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
51," Private",210736,6," Married-spouse-absent"," Craft-repair"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",210165,5," Married-spouse-absent"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
43," ?",396116,9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
21," Private",185251,9," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
56," Federal-gov",196307,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
52," Private",129177,13," Widowed"," Other-service"," Not-in-family"," White"," Female",0,2824,20," United-States"," >50K"
29," Private",244566,9," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",179008,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
21," Private",170800,9," Never-married"," Sales"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
50," Private",99392,10," Divorced"," Craft-repair"," Not-in-family"," Black"," Female",0,0,45," United-States"," <=50K"
30," Self-emp-not-inc",292472,10," Married-civ-spouse"," Sales"," Husband"," Amer-Indian-Eskimo"," Male",0,0,55," United-States"," >50K"
25," Private",202560,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
33," Private",99309,10," Divorced"," Craft-repair"," Unmarried"," White"," Male",0,0,50," United-States"," <=50K"
30," Private",287986,10," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
30," Private",119411,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
23," Private",117583,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
27," Private",234664,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," >50K"
34," Private",195576,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," >50K"
25," Private",197036,6," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
28," State-gov",38309,13," Never-married"," Prof-specialty"," Own-child"," White"," Male",6849,0,40," United-States"," <=50K"
66," Federal-gov",38621,11," Widowed"," Other-service"," Unmarried"," Black"," Female",3273,0,40," United-States"," <=50K"
53," Private",102615,7," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," Canada"," <=50K"
52," Private",96359,16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,57," United-States"," >50K"
61," ?",232618,15," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," United-States"," >50K"
48," Local-gov",115497,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
38," Private",472604,13," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,35," Mexico"," <=50K"
33," Private",348618,3," Married-spouse-absent"," Transport-moving"," Unmarried"," Other"," Male",0,0,20," El-Salvador"," <=50K"
43," Private",135606,14," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," United-States"," >50K"
47," State-gov",118447,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
23," ?",141003,9," Never-married"," ?"," Own-child"," White"," Male",0,0,60," United-States"," <=50K"
43," Self-emp-inc",175715,9," Never-married"," Exec-managerial"," Not-in-family"," Black"," Male",0,0,55," United-States"," <=50K"
34," Private",164190,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,38," United-States"," >50K"
29," Private",103628,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," >50K"
47," Self-emp-not-inc",162236,13," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
52," Local-gov",40641,6," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5013,0,40," United-States"," <=50K"
47," Private",169388,7," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,15," United-States"," <=50K"
48," Private",237525,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,65," United-States"," >50K"
35," Private",150057,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
33," Private",177675,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," Germany"," >50K"
17," Private",266072,6," Never-married"," Other-service"," Not-in-family"," White"," Male",0,0,20," El-Salvador"," <=50K"
69," ?",111238,5," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
31," Private",206051,13," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
57," Private",426263,14," Divorced"," Exec-managerial"," Unmarried"," White"," Male",0,0,40," United-States"," >50K"
49," Private",102583,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1848,44," United-States"," >50K"
55," Private",124808,11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," Germany"," >50K"
50," Private",121411,8," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",89202,13," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,50," United-States"," <=50K"
17," Private",232900,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,25," United-States"," <=50K"
36," Private",99146,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," >50K"
21," Private",57916,4," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
20," Private",109813,7," Never-married"," Tech-support"," Other-relative"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",174298,7," Never-married"," Other-service"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
40," Private",45687,10," Divorced"," Other-service"," Not-in-family"," Black"," Male",4787,0,50," United-States"," >50K"
33," Private",96128,7," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
52," Self-emp-inc",254211,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",15024,0,60," United-States"," >50K"
29," Private",351324,10," Never-married"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
41," Federal-gov",185616,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,1980,40," United-States"," <=50K"
37," State-gov",150566,9," Separated"," Craft-repair"," Not-in-family"," White"," Male",0,0,44," United-States"," <=50K"
38," Private",237713,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
28," Self-emp-inc",219705,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",5013,0,55," United-States"," <=50K"
36," Self-emp-not-inc",344351,9," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
73," Private",153127,10," Widowed"," Priv-house-serv"," Unmarried"," White"," Female",0,0,10," United-States"," <=50K"
52," Private",180881,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Federal-gov",339002,11," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
42," Private",94600,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",5178,0,40," United-States"," >50K"
32," Private",36467,12," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,45," United-States"," >50K"
25," Private",40512,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",3674,0,30," United-States"," <=50K"
37," Private",117381,9," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,0,80," United-States"," >50K"
33," Private",167939,9," Married-civ-spouse"," Other-service"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
37," Private",174503,13," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
38," Private",110713,12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
44," Private",300528,7," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,40," United-States"," >50K"
37," Private",74593,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,70," United-States"," <=50K"
21," Private",344492,10," Never-married"," Other-service"," Own-child"," White"," Female",0,0,30," United-States"," <=50K"
52," Private",189728,9," Separated"," Priv-house-serv"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
47," Self-emp-not-inc",318593,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,25," United-States"," <=50K"
41," Private",108681,10," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
41," State-gov",75409,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,40," United-States"," >50K"
65," Private",271092,10," Divorced"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," ?"," <=50K"
47," Local-gov",114459,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7688,0,45," United-States"," >50K"
47," ?",109832,9," Married-civ-spouse"," ?"," Husband"," White"," Male",5178,0,30," Canada"," >50K"
45," Private",195554,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,45," United-States"," >50K"
48," Private",180446,6," Married-civ-spouse"," Machine-op-inspct"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
64," ?",178724,9," Married-civ-spouse"," ?"," Wife"," White"," Female",0,0,20," United-States"," <=50K"
46," Private",102771,14," Married-civ-spouse"," Tech-support"," Husband"," White"," Male",0,1977,40," United-States"," >50K"
54," Federal-gov",439608,10," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
65," Private",330144,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",251905,12," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
36," Self-emp-not-inc",188972,16," Separated"," Prof-specialty"," Unmarried"," White"," Female",0,0,10," Canada"," <=50K"
32," ?",285131,12," Never-married"," ?"," Unmarried"," White"," Male",0,0,20," United-States"," <=50K"
74," Private",97167,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,15," United-States"," <=50K"
37," Local-gov",244803,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," ?"," <=50K"
51," Self-emp-not-inc",115851,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
26," Private",158810,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,0,70," United-States"," <=50K"
32," Private",244147,13," Never-married"," Prof-specialty"," Not-in-family"," White"," Male",0,1876,50," United-States"," <=50K"
66," Self-emp-inc",253741,9," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1825,10," United-States"," >50K"
23," Private",170482,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,45," United-States"," <=50K"
50," Private",165001,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
31," Private",96480,9," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
30," Private",185177,7," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,49," United-States"," <=50K"
45," Self-emp-not-inc",54098,11," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,50," United-States"," >50K"
46," Private",288608,9," Never-married"," Craft-repair"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
22," Private",152878,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
34," Private",110978,15," Never-married"," Prof-specialty"," Not-in-family"," Asian-Pac-Islander"," Female",0,0,40," United-States"," <=50K"
46," Self-emp-not-inc",199596,10," Divorced"," Exec-managerial"," Unmarried"," White"," Female",0,0,50," United-States"," <=50K"
18," Private",301867,9," Never-married"," Sales"," Own-child"," Amer-Indian-Eskimo"," Female",0,0,20," United-States"," <=50K"
37," Private",105803,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",456236,9," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," >50K"
24," Private",173736,11," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,55," United-States"," <=50K"
58," Private",102509,6," Divorced"," Transport-moving"," Not-in-family"," Black"," Male",0,0,50," United-States"," <=50K"
39," Self-emp-inc",241153,14," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
62," ?",250091,13," Divorced"," ?"," Not-in-family"," White"," Male",0,0,5," United-States"," <=50K"
24," State-gov",247075,9," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"
23," Private",126945,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
28," Private",115579,11," Never-married"," Tech-support"," Own-child"," White"," Female",0,0,38," United-States"," <=50K"
73," ?",89852,2," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,40," Portugal"," <=50K"
52," Private",241444,2," Married-civ-spouse"," Craft-repair"," Husband"," Other"," Male",0,0,50," Puerto-Rico"," <=50K"
31," Private",217962,8," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,40," ?"," <=50K"
23," Private",263899,10," Never-married"," Adm-clerical"," Own-child"," Black"," Male",0,0,20," Haiti"," <=50K"
26," Private",45869,13," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
48," Private",186539,10," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
40," Private",326310,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,44," United-States"," <=50K"
29," Private",261375,9," Never-married"," Adm-clerical"," Own-child"," Black"," Female",0,0,60," United-States"," <=50K"
63," State-gov",194682,16," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1902,50," United-States"," >50K"
60," Private",80574,9," Divorced"," Other-service"," Unmarried"," White"," Female",0,0,38," United-States"," <=50K"
58," State-gov",69579,10," Widowed"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," United-States"," <=50K"
45," Federal-gov",171335,14," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," United-States"," >50K"
21," Private",296158,9," Never-married"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
50," Private",189811,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," United-States"," >50K"
50," ?",260579,9," Married-civ-spouse"," ?"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
21," Private",129172,10," Never-married"," Other-service"," Other-relative"," White"," Male",0,0,16," United-States"," <=50K"
53," Self-emp-inc",251675,10," Divorced"," Sales"," Not-in-family"," White"," Male",8614,0,50," Cuba"," >50K"
41," Private",114157,9," Divorced"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
48," Local-gov",148121,13," Married-spouse-absent"," Adm-clerical"," Unmarried"," Asian-Pac-Islander"," Female",0,0,40," Philippines"," <=50K"
73," ?",84053,9," Widowed"," ?"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"
53," Private",188644,1," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," Mexico"," <=50K"
32," Private",209808,10," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,1740,47," United-States"," <=50K"
37," State-gov",34996,9," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
43," Private",281422,12," Never-married"," Adm-clerical"," Not-in-family"," Black"," Female",0,0,45," United-States"," <=50K"
20," Private",102607,9," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," United-States"," <=50K"
48," Private",254809,6," Divorced"," Machine-op-inspct"," Unmarried"," White"," Female",0,1594,32," United-States"," <=50K"
36," Federal-gov",68781,10," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,35," United-States"," <=50K"
29," Private",152503,10," Never-married"," Handlers-cleaners"," Not-in-family"," Black"," Male",0,0,45," United-States"," <=50K"
45," Private",186272,9," Married-civ-spouse"," Handlers-cleaners"," Husband"," Black"," Male",7298,0,40," United-States"," >50K"
37," Private",84306,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
31," Private",117507,9," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,45," United-States"," <=50K"
17," Private",295308,7," Never-married"," Priv-house-serv"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
52," Private",143953,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1902,40," United-States"," >50K"
19," Private",205829,9," Never-married"," Sales"," Own-child"," White"," Female",0,0,35," United-States"," <=50K"
39," State-gov",122353,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,45," United-States"," >50K"
19," Private",100009,10," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," United-States"," <=50K"
31," ?",37030,12," Never-married"," ?"," Own-child"," White"," Female",0,0,25," United-States"," <=50K"
36," Private",135162,9," Never-married"," Sales"," Own-child"," White"," Male",0,0,45," ?"," <=50K"
29," Private",280618,10," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",226717,8," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,20," United-States"," <=50K"
47," Local-gov",173938,13," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," United-States"," >50K"
17," Private",56986,8," Never-married"," Sales"," Own-child"," White"," Female",0,0,18," United-States"," <=50K"
23," Private",121650,3," Never-married"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,30," United-States"," <=50K"
29," Private",341846,14," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
33," Private",99339,12," Divorced"," Adm-clerical"," Not-in-family"," White"," Female",0,880,40," United-States"," <=50K"
34," Private",141058,10," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,62," Mexico"," <=50K"
27," Private",147951,9," Never-married"," Machine-op-inspct"," Other-relative"," White"," Male",0,0,1," United-States"," <=50K"
23," Private",188409,7," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",4508,0,25," United-States"," <=50K"
25," Private",247006,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
62," Federal-gov",159165,9," Widowed"," Exec-managerial"," Not-in-family"," White"," Female",0,0,36," United-States"," <=50K"
19," Private",299050,7," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
22," ?",186452,10," Never-married"," ?"," Own-child"," White"," Male",0,0,36," United-States"," <=50K"
44," Self-emp-not-inc",37618,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," United-States"," >50K"
22," Private",110946,10," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,40," United-States"," <=50K"
36," Private",58337,6," Never-married"," Sales"," Unmarried"," White"," Female",0,0,35," ?"," <=50K"
38," Private",168055,11," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
69," ?",182668,9," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,45," United-States"," >50K"
37," Private",267085,10," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
36," Private",229180,10," Divorced"," Craft-repair"," Unmarried"," White"," Female",0,0,40," Cuba"," <=50K"
22," Private",279041,10," Never-married"," Handlers-cleaners"," Own-child"," Black"," Male",0,0,10," United-States"," <=50K"
21," Private",312017,10," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",183639,9," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,97," United-States"," <=50K"
28," Private",175343,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
43," Private",117627,10," Divorced"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," United-States"," <=50K"
47," Private",199058,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
69," Private",370837,13," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," United-States"," <=50K"
44," Local-gov",65145,9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," United-States"," <=50K"
43," Private",403467,13," Married-civ-spouse"," Exec-managerial"," Husband"," Black"," Male",7688,0,40," United-States"," >50K"
48," Private",80430,7," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,30," United-States"," <=50K"
18," ?",28357,10," Never-married"," ?"," Own-child"," White"," Female",0,0,20," United-States"," <=50K"
52," Private",226084,9," Widowed"," Priv-house-serv"," Other-relative"," White"," Female",0,0,40," United-States"," <=50K"
27," Self-emp-inc",120126,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1887,45," United-States"," >50K"
25," Private",35854,10," Married-spouse-absent"," Sales"," Unmarried"," White"," Female",0,0,40," United-States"," <=50K"
63," Self-emp-not-inc",129845,4," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
65," Private",205309,9," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,20," United-States"," <=50K"
47," Local-gov",37672,13," Married-civ-spouse"," Prof-specialty"," Wife"," White"," Female",0,0,45," United-States"," <=50K"
21," ?",355686,9," Never-married"," ?"," Own-child"," White"," Female",0,0,10," United-States"," <=50K"
61," Local-gov",115023,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
30," State-gov",361497,13," Married-civ-spouse"," Protective-serv"," Husband"," White"," Male",0,0,72," United-States"," >50K"
32," Private",188245,7," Never-married"," Priv-house-serv"," Unmarried"," Black"," Female",0,0,40," United-States"," <=50K"
19," Self-emp-not-inc",47176,10," Never-married"," Craft-repair"," Not-in-family"," White"," Female",0,0,15," United-States"," <=50K"
43," Self-emp-inc",150533,12," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,50," United-States"," <=50K"
23," ?",232512,9," Separated"," ?"," Own-child"," White"," Female",0,0,40," United-States"," <=50K"
31," Private",87560,10," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Female",0,0,50," United-States"," <=50K"
53," Private",171924,13," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",14344,0,55," United-States"," >50K"
33," State-gov",137616,14," Never-married"," Prof-specialty"," Not-in-family"," Black"," Female",0,0,35," United-States"," <=50K"
27," Private",156516,10," Married-civ-spouse"," Adm-clerical"," Wife"," Black"," Female",0,2377,20," United-States"," <=50K"
33," Self-emp-not-inc",24504,9," Separated"," Craft-repair"," Other-relative"," White"," Male",0,0,50," United-States"," <=50K"
42," Local-gov",55363,14," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,55," United-States"," >50K"
41," Local-gov",183224,14," Married-civ-spouse"," Prof-specialty"," Wife"," Asian-Pac-Islander"," Female",0,0,40," Taiwan"," >50K"
30," Private",164190,11," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",5178,0,52," United-States"," >50K"
38," Private",22245,9," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,60," United-States"," >50K"
35," ?",103710,13," Divorced"," ?"," Unmarried"," White"," Female",0,0,16," ?"," <=50K"
59," Private",91384,16," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," >50K"
52," Private",174767,10," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," United-States"," >50K"
67," Self-emp-not-inc",345236,13," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,55," United-States"," <=50K"
68," Private",156000,6," Widowed"," Other-service"," Unmarried"," Black"," Female",0,0,20," United-States"," <=50K"
35," Local-gov",102938,9," Married-civ-spouse"," Other-service"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
29," Private",253752,6," Married-civ-spouse"," Farming-fishing"," Wife"," White"," Female",0,0,40," United-States"," <=50K"
47," Self-emp-not-inc",274800,13," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,60," United-States"," <=50K"
57," Private",161097,9," Divorced"," Sales"," Not-in-family"," White"," Female",0,0,26," United-States"," <=50K"
32," Private",131224,9," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," United-States"," <=50K"
39," Private",120985,9," Divorced"," Other-service"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
51," Private",63685,9," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," Cambodia"," <=50K"
39," Private",211440,9," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,55," United-States"," >50K"
35," Private",31023,13," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,45," United-States"," <=50K"
25," Private",60358,10," Never-married"," Sales"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
17," Private",140117,6," Never-married"," Sales"," Own-child"," White"," Female",0,0,12," United-States"," <=50K"
34," Private",158040,13," Never-married"," Exec-managerial"," Not-in-family"," White"," Female",0,0,45," United-States"," <=50K"
29," Private",232784,12," Never-married"," Exec-managerial"," Own-child"," White"," Male",0,0,40," United-States"," <=50K"
59," Private",147989,9," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," ?"," <=50K"
36," Private",177285,11," Never-married"," Prof-specialty"," Unmarried"," Black"," Female",0,0,38," United-States"," <=50K"
49," Private",30219,9," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,1669,40," United-States"," <=50K"
47," Self-emp-not-inc",177457,10," Married-civ-spouse"," Other-service"," Husband"," Black"," Male",0,0,40," United-States"," <=50K"
